ts_code,name,management,fund_type,found_date,m_fee,c_fee,benchmark,invest_type,market,manager,net_asset,ann_date,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,all
159603.SZ,双创龙头ETF,天弘基金,股票型,20220526,0.5,0.1,中证科创创业50指数收益率,被动指数型,E,杨超 林心龙,7.17,20220930,,,,,,,,,,,-0.07199999999999995,-0.07199999999999995
560900.SH,创新药企ETF,上投摩根基金,股票型,20220519,0.3,0.1,中证创新药产业指数收益率,被动指数型,E,毛时超 胡迪,1.93,20220930,,,,,,,,,,,0.007400000000000073,0.007400000000000073
588100.SH,科创信息技术ETF,嘉实基金,股票型,20220518,0.5,0.1,上证科创板新一代信息技术指数收益率,被动指数型,E,张钟玉,3.66,20220930,,,,,,,,,,,-0.05589999999999995,-0.05589999999999995
588260.SH,科创信息ETF,华安基金,股票型,20220518,0.5,0.1,上证科创板新一代信息技术指数收益率,被动指数型,E,苏卿云,1.73,20220930,,,,,,,,,,,-0.05359999999999998,-0.05359999999999998
517990.SH,医药ETF沪港深,招商基金,股票型,20220509,0.5,0.1,中证沪港深500医药卫生指数(人民币)收益率,被动指数型,E,许荣漫,0.13,20220930,,,,,,,,,,,0.05679999999999996,0.05679999999999996
159612.SZ,标普500ETF,国泰基金,股票型,20220509,0.6,0.15,标普500指数收益率(经估值汇率调整),被动指数型,E,徐成城,0.55,20220930,,,,,,,,,,,-0.00019999999999997797,-0.00019999999999997797
159798.SZ,消费50ETF,易方达基金,股票型,20220428,0.5,0.1,中证消费50指数收益率,被动指数型,E,成曦,0.68,20220930,,,,,,,,,,,0.027300000000000102,0.027300000000000102
517850.SH,张江ETF,汇添富基金,股票型,20220428,0.15,0.05,中证沪港深张江自主创新50指数收益率,被动指数型,E,吴振翔,2.26,20220930,,,,,,,,,,,-0.1079,-0.1079
159797.SZ,医疗器械ETF基金,汇添富基金,股票型,20220428,0.15,0.05,中证全指医疗器械指数收益率,被动指数型,E,董瑾,0.54,20220930,,,,,,,,,,,-0.005800000000000027,-0.005800000000000027
513380.SH,恒生科技ETF指数,广发基金,股票型,20220427,0.5,0.1,人民币计价的恒生科技指数收益率,被动指数型,E,刘杰,1.08,20220930,,,,,,,,,,,0.011300000000000088,0.011300000000000088
561560.SH,电力ETF,华泰柏瑞基金,股票型,20220426,0.5,0.1,中证全指电力公用事业指数收益率,被动指数型,E,李沐阳,0.9,20220930,,,,,,,,,,,0.034399999999999986,0.034399999999999986
159625.SZ,绿色电力ETF,嘉实基金,股票型,20220421,0.5,0.1,国证绿色电力指数收益率,被动指数型,E,王紫菡,3.41,20220930,,,,,,,,,,,0.048799999999999955,0.048799999999999955
501217.SH,行业配置FOF,华夏基金,股票型,20220408,0.8,0.2,沪深300指数收益率*90%+恒生指数收益率(使用估值汇率折算)*5%+中债综合(全价)指数收益率*5%,股票型,E,李晓易,2.21,20220930,,,,,,,,,,,-0.06000000000000005,-0.06000000000000005
159618.SZ,光伏ETF华安,华安基金,股票型,20220408,0.5,0.1,中证光伏产业指数收益率,被动指数型,E,刘璇子,1.98,20220930,,,,,,,,,,,0.10070000000000001,0.10070000000000001
513530.SH,港股通红利ETF,华泰柏瑞基金,股票型,20220408,0.5,0.1,中证港股通高股息投资指数收益率,被动指数型,E,何琦 李茜,0.78,20220930,,,,,,,,,,,0.03590000000000004,0.03590000000000004
517760.SH,消费TOPETF,浦银安盛基金,股票型,20220401,0.5,0.1,中证沪港深消费龙头指数收益率,被动指数型,E,高钢杰,0.11,20220930,,,,,,,,,,,0.008099999999999996,0.008099999999999996
560880.SH,家电ETF龙头,广发基金,股票型,20220330,0.5,0.1,中证全指家用电器指数同期收益率,被动指数型,E,陆志明,9.25,20220930,,,,,,,,,,,0.02740000000000009,0.02740000000000009
159831.SZ,上海金ETF基金,嘉实基金,商品型,20220323,0.5,0.1,上海黄金交易所上海金集中定价合约(合约代码:SHAU)的午盘基准价格收益率,黄金现货合约,E,张钟玉 李直,0.19,20220930,,,,,,,,,,,0.025524660000000088,0.025524660000000088
161133.SZ,优势回报FOF-LOF,易方达基金,混合型,20220323,1.0,0.15,中证800指数收益率*75%+中债新综合指数(财富)收益率*25%,混合型,E,张浩然 胡云峰,5.89,20220930,,,,,,,,,,,-0.04359999999999997,-0.04359999999999997
159833.SZ,上海金基金ETF,大成基金,商品型,20220318,0.5,0.1,上海黄金交易所上海金集中定价合约(合约代码:SHAU)午盘基准价格收益率,黄金现货合约,E,李绍,0.14,20220930,,,,,,,,,,,0.02201480999999994,0.02201480999999994
